	TexTerm_Beltra_RNA_rep1	TexTerm_Beltra_RNA_rep2	TexTerm_Beltra_RNA_rep3	TexTerm_Hudson_RNA_rep1	TexTerm_Hudson_RNA_rep2	TexTerm_Hudson_RNA_rep3	TRM_IEL_1_RNA_rep1	TRM_IEL_1_RNA_rep2	TRM_IEL_2_RNA_rep1	TRM_IEL_2_RNA_rep2	TRM_liver_RNA_rep1	TRM_liver_RNA_rep2	TRM_lung_A_RNA_rep1	TRM_lung_A_RNA_rep2	TRM_lung_A_RNA_rep3	TRM_lung_I_RNA_rep1	TRM_lung_I_RNA_rep2	TRM_lung_I_RNA_rep3
Gm29506	0	0	0	0	0	0	0	0	0	0	0	0	4	8	1	0	0	1
4933415F23Rik	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0
Gm24176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir30a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir30c-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20954	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0
Ogfrl1	34	28	18	127	102	117	0	1	9	3	189	222	6	10	19	65	17	16
Gm7784	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm28822	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
B3gat2	26	53	28	10.38	12.15	7.55	108	63	54	29	196.09	217.42	29	31	31	49	84	118
Smap1	117	173	130	1142.62	915.85	1151.45	177	101	164	136	2001.91	2113.58	84	81	129	143	311	298
Sdhaf4	69	102	65	384	329	408	54	42	100	86	234	226	17	32	22	35	65	76
Gm26524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam135a	1	0	0	40	45	38	0	0	2	0	56	35	5	8	5	5	0	1
Gm37580	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Gm26607	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0
Col9a1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
Col19a1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	1	4	2
Gm26418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb4b-ps2	0	0	0	1.04	0	0	0	0	0	0	2.06	0	1.84	1	0	3.02	0	2.91
Gm28439	0	0	0	0	0	0	0	0	0	0	0	0	12.4	0	2.66	9.21	0	0
Gm10222	9	17	6	302	138.88	239	160	169	256	192	1932.92	2347.31	83	80	105	110	0	144
Gm28438	9	21	9	0	73.04	197	443.44	107.63	0	0	1759.02	997.87	15.77	33.61	126.08	43.37	157.1	126.16
Gm28437	2291.65	3475.48	1571.02	21073.07	7512.15	11121.5	5452.49	2319.14	1651.58	364.19	45031.9	45346.87	1759.42	3539.58	2348.55	4973.51	5654.04	4892.98
Gm10925	310.59	0	126.3	0	0.08	0	0	0.47	0	0	45643.52	44014.21	178.55	153.69	257.34	986.36	348.8	709.66
Gm28661	0	0	0	3964.37	1743.46	574.6	1260.88	289.33	0.02	844.14	44572.29	45097.19	0	0	195.28	146.77	595.57	357.88
Gm29216	809.31	1035.45	727.64	8270.73	6563.38	7217.76	4369.31	1263.94	2467.76	2624.87	14915.53	16977.79	714.57	693.79	933.5	1486.71	1444.07	1682.2
Lmbrd1	242	175	144	1094	959	992	98	66	171	149	960	966	107	99	114	92	150	135
Gm28594	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm28237	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm9443	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Gm29414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrb3	0	0	0	0	0	0	0	0	0	0	0	0	19	39	29	21	9	10
Gm15702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20172	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Gm22260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37543	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0
Gm37331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm37211	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	5	0	0
Gm37862	0	0	0	0	0	0	0	0	0	0	0	0	8	7	8	4	0	0
Gm38286	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Gm37880	0	0	0	0	0	0	0	0	0	0	0	0	13	23	13	4	3	2
Gm25294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37011	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0
Gm29214	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Gm37051	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0
Gm38260	0	0	0	0	0	0	0	0	0	0	0	0	13	9	17	11	6	6
Gm37628	0	0	0	0	0	0	0	0	0	0	0	0	4	8	4	3	3	0
8030445P17Rik	0	0	0	0	0	0	0	0	0	0	0	0	33	20	10	3	1	1
Gm38198	0	0	0	0	0	0	0	0	0	0	0	0	6	11	10	1	5	0
Gm37077	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	0	1	2
Gm37895	0	0	0	0	0	0	0	1	0	0	0	0	11	15	4	0	0	1
Gm36952	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	0
Gm37602	0	0	0	0	0	0	0	0	0	0	0	0	7	14	8	3	1	0
2900022M07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0
2900002M20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
Gm18443	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm19123	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	3	0	0
Gm24064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0
n-R5s209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19641	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm5524	0	0	0	0	0	0	0	0	0	0	1	0	24	21	15	16	0	5
Gm18776	0	0	0	0	0	0	0	0	0	0	0	0	8	7	6	1	0	0
Gm19028	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	2	0	1	0
Gm38089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7846	2.55	3.6	0	48.12	43.37	55.05	0	0	0	0	70.86	53.49	1.84	4.42	9.32	8.31	8.42	7.55
Gm597	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm5697	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	10	0	0
Gm6462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18033	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
Gm25586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5525	0	0	0	1.06	1.05	0	0	1.51	3.14	0	2.25	3.27	0	0	0.33	0	0	1.94
Gm7858	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
Gm23771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm6473	0	0	0	0	0	1.1	0	0	0	0	2.46	4.78	0	1.06	0	2.53	1.14	0
Gm2914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf3	322.92	207.26	132	1452.37	1272.34	1375.44	56	27.47	167.98	98.87	4308.28	4365	188.88	160.85	213.1	133	311.31	320.18
Gm37522	0	0	0	1	0	2	4	3	9	3	4	1	28	20	3	13	9	4
Gm37906	0	1	1	2	0	5	14	2	18	20	12	10	4	5	5	5	5	3
Ptp4a1	288.66	437.63	256.54	1768.34	1492.82	1536.17	538.95	238.3	167.09	195.47	1690	1676	369.81	370.49	407.2	614.09	1561.93	1594.36
Gm5698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9458	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0
Gm5699	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Gm29669	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
Gm28644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931428L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm29128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Gm7893	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Lgsn	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pih1d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4850	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Gm28645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Gm6489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
Gm10307	0	0	0	0	0	0	2	0	0	0	0	0	1	6	1	2	0	1
Gm19680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68	0	0	10.31
Gm23032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Khdrbs2	0	0	0	0	0	0	0	0	0	1	0	0	25	36	40	17	15	5
Gm25814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37999	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm37110	0	0	0	0	0.5	0	0	0	0	0	1.5	0	2	12	0.5	1	1	0.5
Gm37911	0	0	0	0	0	0	0	0	0	0	0	0	5	3	9	1	0	0
Gm9839	0	0	0	0	0	0	0	0	0	0	0	0	7.11	2.66	2.58	1	2	0
Gm37792	0	0	0	0	0	0	0	0	0	0	0	0	5	5	19	2	0	0
Gm5415	0	0	0	0	0	0	0	0	0	0	0	1	14.89	22.34	16.42	5	4	0
Gm24732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37426	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm23024	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0
Gm37151	0	0	0	0	0	0	0	0	0	0	0	0	34	36	20	15	4	5
Gm28624	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
Gm37724	0	0	0	3	2	2	0	1	0	0	36	41	4	8	4	5	1	2
Gm7114	0	0	0	0	0	0	0	0	3.36	0	0	0	0	1.02	0	0	0	0
Gm4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm24901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37591	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Gm7933	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm23453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prim2	57	51	37	269	197	275	50	47	63	57	290	270	21	28	24	33	30	52
Gm29228	0	0	0	0	0	0	2.27	0	0	0	0	0	0	0	1	0	0	0
Gm37618	0	0	0	0	0	0	0	2	3	2	0	1	0	6	0	1	3	0
Gm17813	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
1700001G17Rik	0	1	0	5	5	2	1	0	0	0	2	6	1	3	0	1	1	3
Gm38173	0	0	0	0	0	0	0	1	0	0	0	0	1	10	4	1	1	2
Rab23	13	10	10	83	44	63	5	5	9	21	337	310	16	10	20	24	34	24
Bag2	11	5	0	21	13	19	16	7	19	29	65	36	5	0	4	6	16	23
Gm37905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp451	169	133	99	904	704	732	53	45	72	46	1936	2020	90	129	104	96	173	200
Gm15455	0	0	0	0	0	0	0	0	0	0	1.95	1.59	2.08	0	3.14	5.25	2.1	1.03
Bend6	21	20	17	198	156	187	1	0	13	2	62	86	4	10	7	11	11	17
Gm37067	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0
Gm37354	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1
Gm28631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38157	0	0	0	4	2	3	0	0	0	0	0	0	0	2	0	5	0	0
mmu-mir-6896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26788	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	7	0	0
D630036G22Rik	1	0	0	2	0	1	0	0	0	0	5	3	5	1	1	0	0	0
A930005N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm37958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5266	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
Gm3052	0	0	0	4	8	4	0	5	3	0	29	32	1	0	1	1	0	4
Gm37233	0	0	0	19	13	23	4	4	36	41	157	177	5	5	14	5	5	11
Mir5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc115	147	122	98.86	609.69	523	602.99	101.03	58.64	192.88	179	628	594.46	79.44	78	93.35	79.86	149.7	90
Gm28306	3	4	1	68.12	40.58	44.79	0	1	8.12	12	0	14.39	5.56	4	6	7	32	20
Imp4	444	343	266	1720.2	1572.42	1602.45	157	101	507	476	1472	1546.15	248	242	343	244	550	541
Ptpn18	233	222	146	2436.54	2224.44	2106.93	536	330	1497	1506	1563.93	2037.19	129	116	173	255	458	474
Gm28417	14	7	5	69.46	83.56	102.07	6	5	57	43	137.07	178.81	4	5	15	17	20	30
4930568A12Rik	1	0	0	8	8	17	1	0	1	1	10	12	0	1	0	0	0	0
Prss39	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
Gm28416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amer3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	0	0
Gm28418	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm36984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AA619741	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Arhgef4	88	35	35	355.03	373.19	366.57	39	19	40	52	635.81	644.79	21	26	21	30	47	43
AC107766.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm38336	2	1	0	12.97	15.81	12.43	6	0	8	20	63.19	61.21	6	8	4	0	5	1
Fam168b	370	322	250	3544	2897	2580	179	112	216	216	7553	7382	195	162	186	146	303	356
Gm37127	0	0	0	17	7	5	2	2	7	8	71	49	0	0	1	0	10	1
Plekhb2	1138	963	761	6875	6201	5659	421	207	443	360	3280	3408	347	324	395	377	699	833
Gm19430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37670	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm8009	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm38027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37068	0	1	0	4	1	5	0	0	0	0	8	3	0	0	0	1	1	0
Gm25634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110002O04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
Gm8022	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0
Gm37146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930535G08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs6st1	81	52	40	471.49	388	327.04	8	0	6	10	394.47	406.13	31	23	28	22	48	32
Gm37335	2	0	0	6.51	0	0.96	0	0	0	1	14.53	18.87	1	0	1	2	4	0
Gm33280	0	1	2	5	5	2	1	2	3	15	28	40	4	1	0	1	8	1
Uggt1	548	431	308	3460	2921	2638	216	126	213	199	4111	4281	226	159	252	251	414	505
Mir6897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl3	148	174	121	1649	1523	1405	320	137	1941	1425	2827	3209	182	171	287	274	562	793
Arid5a	725	452	423	756	774	569	283	103	1659	1644	3283	3167	428	394	665	644	1564	1901
4930403P22Rik	0	1	0	4	7	4	1	2	1	9	11	0	6	6	9	5	6	10
Kansl3	316	204	159	1878	1730	1512	118	72	239	239	2153	2428	187	144	209	152	236	232
Mir6898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l5	1	0	0	10	7	4	0	0	1	1	27	21	0	1	0	0	0	1
Lman2l	198	57	83	476	494	454	24	19	76	81	489	371	56	45	96	37	57	66
Cnnm4	35	26	16	100	96	121	112	27	134	118	286.11	336	17	9	16	25	23	38
Gm37909	0	0	0	1	9	1	0	1	11	9	4	0	4	0	0	0	2	3
AC084391.1	0	0	0	0	0	0	0	0	0	0	1.89	0	0	0	0	0	0	0
Cnnm3	259	68	39	1080	987	862	9	10	44	13	960	1059	28	37	37	9	61	61
Gm38033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd39	88	79	56	653	605	704	35	49	144	194	471.67	461.27	70	70	88	74	107	106
Sema4c	9	4	4	111	121	112.93	1	0	0	2	48	58	1	0	0	12	8	4
D430040D24Rik	1	0	0	1	0	2.07	0	0	0	0	0	4	0	1	0	1	1	0
Fam178b	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0
Gm6428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	1	0	0
Gm24133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox5b	201	231	150.71	1938.42	1658.72	1980.22	325.07	285.18	816.59	736.07	1061.69	1210.58	144.69	108	188	224.38	417.89	511.88
Actr1b	536	389	293	2725	2392	2737	318	191	615	565	2161	2267	125	93	168	125	217	268
4933424G06Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Gm33533	1	0	0	5.37	0	1.08	0	0	1	0	1.24	0	0	0	0	1	1	0
RP23-247A1.6	0	0	0	1.63	1	4.92	0	0	0	0	2.76	1	0	0	0	0	1	0
Zap70	1344	963	756	8135	7352	6871	1383	808	2894	3024	5702	6410	112	92	169	115	323	380
Gm18828	0	0	0	1	0	2	0	0	19	18	33	34	0	0	0	0	2	0
Tmem131	63	66	22	629	575	583	32	34	49	28	1611	1544	42	38	62	46	70	68
Gm37506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38115	3	0	3	14	15	18	8	3	18	8	0	0	3	12	2	15	2	4
F830112A20Rik	0	0	0	1	0	1	2	1	3	4	0	0	5	4	3	5	2	3
Rpl12-ps1	0	0	0	0	0	0	1.29	0	4.54	1.85	0	2.1	0	1	0	0	0	0
n-R5s210	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Vwa3b	0	0	0	0	1	0	0	0	0	0	6	1	1	1	0	3	1	1
Gm37020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnga3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700074A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	74	59	41	527	422	471	541	242	365	453	2120	2245	25	34	49	38	49	38
4930439A04Rik	0	0	3	11	9	6	0	1	3	0	4	0	0	0	1	1	0	0
Gm37135	0	0	0	3	0	3	0	0	0	1	3	0	0	0	0	1	0	0
Coa5	343	359	263	2343	1717	1755	322	227	131	137	3143	2857	154	182	240	207	350	367
Unc50	165	213	140	955	961	1009	73	45	236	210	597	653	147	137	201	106	201	241
Mgat4a	63	61	46	516	512	391	94	61	153	120	2094	2212	61	64	88	49	74	82
2010300C02Rik	23	15	10	348	225	287	21	9	10	9	128	156	3	8	1	0	11	10
4930556I23Rik	1	4	0	10	3	6	0	0	4	0	3	10	0	0	1	0	0	2
4930470B04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Gm19863	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsga10	26	21	10	570	416	546	9	6	4	4	211	306	4	15	9	19	13	6
Gm26805	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	3
Lipt1	10	11	8	46	53	52	4	2	4	12	74.45	59	7	8	11	5	8	8
Mitd1	111	153	91	771	748	878	97	61	119	127	916.55	927	72	39	91	53	91	90
Mrpl30	113	105	58	576	537	602	211.95	140	236.91	256	637	637	68	63	100	94	167	153
Lyg2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1
Gm15457	0	0	0	0	0	0	0	0	3	0	0	0	2	5	6	3	1	1
Lyg1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm23409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc9	190	208	152	1079	969	1033	120.94	76	142	129	1528	1486	111	137	142	143	194	190
Eif5b	117	130	88	611.1	510.57	759.29	183	148	320	218	3007.01	2804.34	122	64	123	100	175	143
Rev1	74	33	36	237.9	277.43	232.71	20	21	26	8	712.99	696.66	56	56	95	38	104	81
Gm37062	0	0	0	3	2	0	0	0	2	0	5	3	1	0	0	0	0	0
Gm5099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff3	0	0	1	1	2	0	3	2	0	0	62	40	12	14	6	30	44	40
Gm16150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm16151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm16152	0	0	0	0	0	0	0	0	1	0	1	0	3	6	2	2	0	1
Gm34727	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0
Gm38135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2610300A13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonrf2	0	0	0	0	0	0	0	0	0	0	1	0	5	8	5	14	4	2
Chst10	204	175	175	1020	1088	709	43	27	72	75	911	864	59	50	50	50	112	95
Gm37707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6621	0	0	0	0	0	0	0	0	2.02	1.01	0	0	0	3	0	3	0	0
Nms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcl3	157	131	105	622	560	639	103	75	192	185	715	736	74	41	90	83	133	145
Gm37309	0	1	0	10	13	9	1	2	0	0	57	59	7	7	10	5	11	0
Gm37821	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
Gm37091	0	0	0	0	0	1	1	0	0	0	1	0	1	1	2	3	1	2
Mir6349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas2	0	0	0	0	1	0	0	0	1	0	7	2	0	0	0	2	0	2
Gm20428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3617	0	0	0	0	0	0	1.04	1.06	0	0	0	0	0	0	0	0	0	0
Rpl31	90.27	88.6	33.47	390.81	357.47	478.94	330.64	294.78	1034.17	1165.31	2083.65	2098.84	137.74	148.01	214.43	239.38	361.04	456.23
Tbc1d8	1	1	3	16.06	2	4.01	6	2	5	13	36.09	5	0	5	11	186	10	10
Gm37265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24826	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Cnot11	193	214	114	1066	1044	1085	20	24	34	36	1003	1065	72	66	113	76	129	195
Gm15832	1	2.22	0	9.19	5.16	16.6	24.6	16.98	27.83	10.13	200.12	226.9	0	1.39	3.83	2.57	0	9.12
Snord89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf149	141	130.78	103	626.81	560.84	554.4	74.4	83.02	204.17	162.87	743.88	764.1	101	90.61	103.17	74.43	188	264.88
Gm23722	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm5100	0	0	0	0	0	0	0	1.06	0	0	0	0	0	0	0	0	0	0
Creg2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
D930019O06Rik	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	2	1
Rfx8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Map4k4	106	105	70	519	512	513	56	30	131	96	3594	3720	52	47	44	89	96	116
4930456G14Rik	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	3
Il1r2	6	1	5	17	18	18	3	0	0	0	9	1	6	0	0	9	24	43
Gm16894	0	1	1	3	5	4	0	0	0	0	2	1	0	1	1	1	2	0
Gm37347	0	0	0	0	0	0	0	0	0	0	2	0	0	3	4	0	0	1
Il1r1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	17	4	0
Gm38070	0	0	0	1	0	0	0	1	0	1	0	2	10	31	6	17	5	1
